Ngày,Thứ,Nguyên liệu,Số lượng bán (kg),Thời tiết,Ngày lễ
2023-06-30,Friday,Tôm hùm,54.0,Nắng,Không
2023-06-30,Friday,Mực ống,94.0,Mưa,Không
2023-06-30,Friday,Mực nang,194.0,Nắng,Không
2023-06-30,Friday,Cua đồng,5.0,Nắng,Không
2023-06-30,Friday,Cua biển,95.0,Mưa,Không
2023-06-30,Friday,Sườn cốt lết,22.0,Mưa,Không
2023-06-30,Friday,Sườn non,100.0,Nắng,Không
2023-06-30,Friday,Thăn heo,7.0,Nắng,Không
2023-06-30,Friday,Thịt ba chỉ,35.0,Nắng,Không
2023-06-30,Friday,Rau cải,88.0,Mưa,Không
2023-06-30,Friday,Rau ngót,143.0,Nắng,Không
2023-06-30,Friday,Rau đay,81.0,Mưa,Không
2023-06-30,Friday,Rau dền,84.0,Mưa,Không
2023-06-30,Friday,Rau má,5.0,Mưa,Không
2023-06-30,Friday,Rau thơm,76.0,Mưa,Không
2023-06-30,Friday,Rau húng,6.0,Mưa,Không
2023-06-30,Friday,Rau quế,81.0,Mưa,Không
2023-06-30,Friday,Rau mùi,192.0,Nắng,Không
2023-06-30,Friday,Rau tía tô,138.0,Nắng,Không
2023-06-30,Friday,Cà rốt,53.0,Mưa,Không
2023-06-30,Friday,Củ cải trắng,2.0,Mưa,Không
2023-06-30,Friday,Củ cải đỏ,77.0,Mưa,Không
2023-06-30,Friday,Bí đỏ,187.0,Nắng,Không
2023-06-30,Friday,Bí xanh,22.0,Nắng,Không
2023-06-30,Friday,Bí đao,9.0,Nắng,Không
2023-06-30,Friday,Bí ngô,179.0,Nắng,Không
2023-06-30,Friday,Bí phấn,187.0,Nắng,Không
2023-06-30,Friday,Bí đao,4.0,Mưa,Không
2023-06-30,Friday,Bí ngô,68.0,Nắng,Không
2023-06-30,Friday,Thịt vịt,79.0,Mưa,Không
2023-06-30,Friday,Thịt ngan,38.0,Mưa,Không
2023-06-30,Friday,Thịt ngỗng,1.0,Mưa,Không
2023-06-30,Friday,Thịt chim,46.0,Mưa,Không
2023-06-30,Friday,Thịt thỏ,66.0,Mưa,Không
2023-06-30,Friday,Thịt nai,190.0,Nắng,Không
2023-06-30,Friday,Thịt đà điểu,135.0,Nắng,Không
2023-06-30,Friday,Thịt trâu,61.0,Mưa,Không
2023-06-30,Friday,Thịt dê,44.0,Mưa,Không
2023-06-30,Friday,Thịt heo rừng,178.0,Nắng,Không
2023-06-30,Friday,Cá chép,42.0,Nắng,Không
2023-06-30,Friday,Cá rô phi,22.0,Mưa,Không
2023-06-30,Friday,Cá trê,115.0,Nắng,Không
2023-06-30,Friday,Cá bống,2.0,Mưa,Không
2023-06-30,Friday,Cá cơm,91.0,Mưa,Không
2023-06-30,Friday,Cá kèo,60.0,Nắng,Không
2023-06-30,Friday,Cá linh,68.0,Nắng,Không
2023-06-30,Friday,Cá lăng,30.0,Mưa,Không
2023-06-30,Friday,Cá mè,59.0,Nắng,Không
2023-06-30,Friday,Cá trắm,140.0,Nắng,Không
2023-06-30,Friday,Tôm càng xanh,86.0,Mưa,Không
2023-06-30,Friday,Tôm đất,77.0,Mưa,Không
2023-06-30,Friday,Tôm thẻ,154.0,Nắng,Không
2023-06-30,Friday,Tôm bạc,140.0,Nắng,Không
2023-06-30,Friday,Mực lá,32.0,Nắng,Không
2023-06-30,Friday,Mực trứng,58.0,Mưa,Không
2023-06-30,Friday,Mực cơm,14.0,Mưa,Không
2023-06-30,Friday,Mực sữa,25.0,Nắng,Không
2023-06-30,Friday,Cua gạch,58.0,Mưa,Không
2023-06-30,Friday,Cua thịt,145.0,Nắng,Không
2023-06-30,Friday,Sườn heo,46.0,Mưa,Không
2023-06-30,Friday,Sườn bò,62.0,Mưa,Không
2023-06-30,Friday,Thăn bò,12.0,Mưa,Không
2023-06-30,Friday,Thịt bò bắp,142.0,Nắng,Không
2023-06-30,Friday,Thịt bò gân,195.0,Nắng,Không
2023-06-30,Friday,Thịt bò phi lê,81.0,Mưa,Không
2023-06-30,Friday,Thịt bò xay,22.0,Mưa,Không
2023-06-30,Friday,Thịt bò nạc,18.0,Mưa,Không
2023-06-30,Friday,Thịt bò ba chỉ,158.0,Nắng,Không
2023-06-30,Friday,Thịt bò thăn nội,6.0,Mưa,Không
2023-07-01,Saturday,Rau muống,82.0,Mưa,Không
2023-07-01,Saturday,Rau mồng tơi,17.0,Mưa,Không
2023-07-01,Saturday,Rau nhút,51.0,Mưa,Không
2023-07-01,Saturday,Rau răm,106.0,Nắng,Không
2023-07-01,Saturday,Dưa leo,173.0,Nắng,Không
2023-07-01,Saturday,Cà chua bi,106.0,Nắng,Không
2023-07-01,Saturday,Cà chua,84.0,Mưa,Không
2023-07-01,Saturday,Khoai tây,109.0,Nắng,Không
2023-07-01,Saturday,Khoai lang,12.0,Mưa,Không
2023-07-01,Saturday,Khoai mì,70.0,Mưa,Không
2023-07-01,Saturday,Thịt heo,69.0,Mưa,Không
2023-07-01,Saturday,Thịt bò,198.0,Nắng,Không
2023-07-01,Saturday,Thịt lợn,50.0,Mưa,Không
2023-07-01,Saturday,Thịt gà,10.0,Nắng,Không
2023-07-01,Saturday,Thịt cừu,28.0,Mưa,Không
2023-07-01,Saturday,Cá basa,155.0,Nắng,Không
2023-07-01,Saturday,Cá hồi,139.0,Nắng,Không
2023-07-01,Saturday,Cá thu,14.0,Mưa,Không
2023-07-01,Saturday,Cá ngừ,122.0,Nắng,Không
2023-07-01,Saturday,Cá lóc,49.0,Mưa,Không
2023-07-01,Saturday,Tôm sú,22.0,Nắng,Không
2023-07-01,Saturday,Tôm hùm,19.0,Mưa,Không
2023-07-01,Saturday,Mực ống,69.0,Mưa,Không
2023-07-01,Saturday,Mực nang,199.0,Nắng,Không
2023-07-01,Saturday,Cua đồng,28.0,Nắng,Không
2023-07-01,Saturday,Cua biển,138.0,Nắng,Không
2023-07-01,Saturday,Sườn cốt lết,42.0,Mưa,Không
2023-07-01,Saturday,Sườn non,52.0,Mưa,Không
2023-07-01,Saturday,Thăn heo,10.0,Mưa,Không
2023-07-01,Saturday,Thịt ba chỉ,15.0,Mưa,Không
2023-07-01,Saturday,Rau cải,190.0,Nắng,Không
2023-07-01,Saturday,Rau ngót,146.0,Nắng,Không
2023-07-01,Saturday,Rau đay,99.0,Mưa,Không
2023-07-01,Saturday,Rau dền,45.0,Nắng,Không
2023-07-01,Saturday,Rau má,43.0,Nắng,Không
2023-07-01,Saturday,Rau thơm,58.0,Mưa,Không
2023-07-01,Saturday,Rau húng,62.0,Mưa,Không
2023-07-01,Saturday,Rau quế,59.0,Nắng,Không
2023-07-01,Saturday,Rau mùi,64.0,Mưa,Không
2023-07-01,Saturday,Rau tía tô,1.0,Nắng,Không
2023-07-01,Saturday,Cà rốt,67.0,Mưa,Không
2023-07-01,Saturday,Củ cải trắng,123.0,Nắng,Không
2023-07-01,Saturday,Củ cải đỏ,26.0,Mưa,Không
2023-07-01,Saturday,Bí đỏ,193.0,Nắng,Không
2023-07-01,Saturday,Bí xanh,31.0,Mưa,Không
2023-07-01,Saturday,Bí đao,36.0,Mưa,Không
2023-07-01,Saturday,Bí ngô,4.0,Mưa,Không
2023-07-01,Saturday,Bí phấn,93.0,Nắng,Không
2023-07-01,Saturday,Bí đao,86.0,Mưa,Không
2023-07-01,Saturday,Bí ngô,43.0,Mưa,Không
2023-07-01,Saturday,Thịt vịt,182.0,Nắng,Không
2023-07-01,Saturday,Thịt ngan,78.0,Mưa,Không
2023-07-01,Saturday,Thịt ngỗng,94.0,Mưa,Không
2023-07-01,Saturday,Thịt chim,42.0,Mưa,Không
2023-07-01,Saturday,Thịt thỏ,16.0,Mưa,Không
2023-07-01,Saturday,Thịt nai,21.0,Mưa,Không
2023-07-01,Saturday,Thịt đà điểu,47.0,Nắng,Không
2023-07-01,Saturday,Thịt trâu,26.0,Mưa,Không
2023-07-01,Saturday,Thịt dê,38.0,Mưa,Không
2023-07-01,Saturday,Thịt heo rừng,34.0,Mưa,Không
2023-07-01,Saturday,Cá chép,137.0,Nắng,Không
2023-07-01,Saturday,Cá rô phi,42.0,Mưa,Không
2023-07-01,Saturday,Cá trê,36.0,Mưa,Không
2023-07-01,Saturday,Cá bống,21.0,Mưa,Không
2023-07-01,Saturday,Cá cơm,45.0,Mưa,Không
2023-07-01,Saturday,Cá kèo,97.0,Mưa,Không
2023-07-01,Saturday,Cá linh,60.0,Mưa,Không
2023-07-01,Saturday,Cá lăng,86.0,Mưa,Không
2023-07-01,Saturday,Cá mè,29.0,Mưa,Không
2023-07-01,Saturday,Cá trắm,101.0,Nắng,Không
2023-07-01,Saturday,Tôm càng xanh,47.0,Mưa,Không
2023-07-01,Saturday,Tôm đất,53.0,Mưa,Không
2023-07-01,Saturday,Tôm thẻ,27.0,Nắng,Không
2023-07-01,Saturday,Tôm bạc,81.0,Nắng,Không
2023-07-01,Saturday,Mực lá,27.0,Mưa,Không
2023-07-01,Saturday,Mực trứng,16.0,Mưa,Không
2023-07-01,Saturday,Mực cơm,88.0,Mưa,Không
2023-07-01,Saturday,Mực sữa,16.0,Nắng,Không
2023-07-01,Saturday,Cua gạch,2.0,Nắng,Không
2023-07-01,Saturday,Cua thịt,149.0,Nắng,Không
2023-07-01,Saturday,Sườn heo,59.0,Mưa,Không
2023-07-01,Saturday,Sườn bò,47.0,Mưa,Không
2023-07-01,Saturday,Thăn bò,57.0,Mưa,Không
2023-07-01,Saturday,Thịt bò bắp,25.0,Mưa,Không
2023-07-01,Saturday,Thịt bò gân,22.0,Mưa,Không
2023-07-01,Saturday,Thịt bò phi lê,125.0,Nắng,Không
2023-07-01,Saturday,Thịt bò xay,121.0,Nắng,Không
2023-07-01,Saturday,Thịt bò nạc,33.0,Mưa,Không
2023-07-01,Saturday,Thịt bò ba chỉ,114.0,Nắng,Không
2023-07-01,Saturday,Thịt bò thăn nội,26.0,Mưa,Không
2023-07-02,Sunday,Rau muống,13.0,Mưa,Không
2023-07-02,Sunday,Rau mồng tơi,165.0,Nắng,Không
2023-07-02,Sunday,Rau nhút,134.0,Nắng,Không
2023-07-02,Sunday,Rau răm,57.0,Nắng,Không
2023-07-02,Sunday,Dưa leo,51.0,Nắng,Không
2023-07-02,Sunday,Cà chua bi,85.0,Mưa,Không
2023-07-02,Sunday,Cà chua,39.0,Mưa,Không
2023-07-02,Sunday,Khoai tây,78.0,Mưa,Không
2023-07-02,Sunday,Khoai lang,38.0,Nắng,Không
2023-07-02,Sunday,Khoai mì,22.0,Mưa,Không
2023-07-02,Sunday,Thịt heo,112.0,Nắng,Không
2023-07-02,Sunday,Thịt bò,95.0,Nắng,Không
2023-07-02,Sunday,Thịt lợn,97.0,Nắng,Không
2023-07-02,Sunday,Thịt gà,52.0,Mưa,Không
2023-07-02,Sunday,Thịt cừu,125.0,Nắng,Không
2023-07-02,Sunday,Cá basa,19.0,Nắng,Không
2023-07-02,Sunday,Cá hồi,25.0,Mưa,Không
2023-07-02,Sunday,Cá thu,21.0,Mưa,Không
2023-07-02,Sunday,Cá ngừ,14.0,Nắng,Không
2023-07-02,Sunday,Cá lóc,90.0,Mưa,Không
2023-07-02,Sunday,Tôm sú,51.0,Mưa,Không
2023-07-02,Sunday,Tôm hùm,141.0,Nắng,Không
2023-07-02,Sunday,Mực ống,195.0,Nắng,Không
2023-07-02,Sunday,Mực nang,45.0,Mưa,Không
2023-07-02,Sunday,Cua đồng,54.0,Nắng,Không
2023-07-02,Sunday,Cua biển,197.0,Nắng,Không
2023-07-02,Sunday,Sườn cốt lết,43.0,Nắng,Không
2023-07-02,Sunday,Sườn non,8.0,Mưa,Không
2023-07-02,Sunday,Thăn heo,116.0,Nắng,Không
2023-07-02,Sunday,Thịt ba chỉ,11.0,Mưa,Không
2023-07-02,Sunday,Rau cải,93.0,Nắng,Không
2023-07-02,Sunday,Rau ngót,28.0,Mưa,Không
2023-07-02,Sunday,Rau đay,80.0,Mưa,Không
2023-07-02,Sunday,Rau dền,145.0,Nắng,Không
2023-07-02,Sunday,Rau má,38.0,Mưa,Không
2023-07-02,Sunday,Rau thơm,83.0,Mưa,Không
2023-07-02,Sunday,Rau húng,69.0,Mưa,Không
2023-07-02,Sunday,Rau quế,50.0,Nắng,Không
2023-07-02,Sunday,Rau mùi,88.0,Nắng,Không
2023-07-02,Sunday,Rau tía tô,40.0,Nắng,Không
2023-07-02,Sunday,Cà rốt,77.0,Nắng,Không
2023-07-02,Sunday,Củ cải trắng,91.0,Mưa,Không
2023-07-02,Sunday,Củ cải đỏ,6.0,Mưa,Không
2023-07-02,Sunday,Bí đỏ,14.0,Nắng,Không
2023-07-02,Sunday,Bí xanh,135.0,Nắng,Không
2023-07-02,Sunday,Bí đao,42.0,Nắng,Không
2023-07-02,Sunday,Bí ngô,78.0,Mưa,Không
2023-07-02,Sunday,Bí phấn,62.0,Nắng,Không
2023-07-02,Sunday,Bí đao,153.0,Nắng,Không
2023-07-02,Sunday,Bí ngô,140.0,Nắng,Không
2023-07-02,Sunday,Thịt vịt,35.0,Mưa,Không
2023-07-02,Sunday,Thịt ngan,99.0,Mưa,Không
2023-07-02,Sunday,Thịt ngỗng,43.0,Nắng,Không
2023-07-02,Sunday,Thịt chim,30.0,Mưa,Không
2023-07-02,Sunday,Thịt thỏ,46.0,Mưa,Không
2023-07-02,Sunday,Thịt nai,101.0,Nắng,Không
2023-07-02,Sunday,Thịt đà điểu,153.0,Nắng,Không
2023-07-02,Sunday,Thịt trâu,12.0,Nắng,Không
2023-07-02,Sunday,Thịt dê,93.0,Mưa,Không
2023-07-02,Sunday,Thịt heo rừng,1.0,Nắng,Không
2023-07-02,Sunday,Cá chép,2.0,Nắng,Không
2023-07-02,Sunday,Cá rô phi,55.0,Mưa,Không
2023-07-02,Sunday,Cá trê,33.0,Nắng,Không
2023-07-02,Sunday,Cá bống,48.0,Nắng,Không
2023-07-02,Sunday,Cá cơm,78.0,Nắng,Không
2023-07-02,Sunday,Cá kèo,80.0,Mưa,Không
2023-07-02,Sunday,Cá linh,94.0,Nắng,Không
2023-07-02,Sunday,Cá lăng,123.0,Nắng,Không
2023-07-02,Sunday,Cá mè,32.0,Mưa,Không
2023-07-02,Sunday,Cá trắm,172.0,Nắng,Không
2023-07-02,Sunday,Tôm càng xanh,88.0,Mưa,Không
2023-07-02,Sunday,Tôm đất,38.0,Nắng,Không
2023-07-02,Sunday,Tôm thẻ,15.0,Mưa,Không
2023-07-02,Sunday,Tôm bạc,82.0,Nắng,Không
2023-07-02,Sunday,Mực lá,139.0,Nắng,Không
2023-07-02,Sunday,Mực trứng,96.0,Mưa,Không
2023-07-02,Sunday,Mực cơm,40.0,Mưa,Không
2023-07-02,Sunday,Mực sữa,10.0,Nắng,Không
2023-07-02,Sunday,Cua gạch,8.0,Nắng,Không
2023-07-02,Sunday,Cua thịt,7.0,Mưa,Không
2023-07-02,Sunday,Sườn heo,118.0,Nắng,Không
2023-07-02,Sunday,Sườn bò,71.0,Mưa,Không
2023-07-02,Sunday,Thăn bò,66.0,Mưa,Không
2023-07-02,Sunday,Thịt bò bắp,59.0,Nắng,Không
2023-07-02,Sunday,Thịt bò gân,22.0,Mưa,Không
2023-07-02,Sunday,Thịt bò phi lê,121.0,Nắng,Không
2023-07-02,Sunday,Thịt bò xay,104.0,Nắng,Không
2023-07-02,Sunday,Thịt bò nạc,33.0,Mưa,Không
2023-07-02,Sunday,Thịt bò ba chỉ,42.0,Mưa,Không
2023-07-02,Sunday,Thịt bò thăn nội,32.0,Mưa,Không
2023-07-03,Monday,Rau muống,92.0,Nắng,Không
2023-07-03,Monday,Rau mồng tơi,46.0,Mưa,Không
2023-07-03,Monday,Rau nhút,173.0,Nắng,Không
2023-07-03,Monday,Rau răm,151.0,Nắng,Không
2023-07-03,Monday,Dưa leo,130.0,Nắng,Không
2023-07-03,Monday,Cà chua bi,90.0,Nắng,Không
2023-07-03,Monday,Cà chua,26.0,Mưa,Không
2023-07-03,Monday,Khoai tây,36.0,Mưa,Không
2023-07-03,Monday,Khoai lang,129.0,Nắng,Không
2023-07-03,Monday,Khoai mì,35.0,Mưa,Không
2023-07-03,Monday,Thịt heo,118.0,Nắng,Không
2023-07-03,Monday,Thịt bò,105.0,Mưa,Không
2023-07-03,Monday,Thịt lợn,69.0,Mưa,Không
2023-07-03,Monday,Thịt gà,15.0,Nắng,Không
2023-07-03,Monday,Thịt cừu,20.0,Mưa,Không
2023-07-03,Monday,Cá basa,74.0,Mưa,Không
2023-07-03,Monday,Cá hồi,36.0,Mưa,Không
2023-07-03,Monday,Cá thu,15.0,Mưa,Không
2023-07-03,Monday,Cá ngừ,97.0,Nắng,Không
2023-07-03,Monday,Cá lóc,164.0,Nắng,Không
2023-07-03,Monday,Tôm sú,106.0,Nắng,Không
2023-07-03,Monday,Tôm hùm,145.0,Nắng,Không
2023-07-03,Monday,Mực ống,144.0,Nắng,Không
2023-07-03,Monday,Mực nang,193.0,Nắng,Không
2023-07-03,Monday,Cua đồng,77.0,Mưa,Không
2023-07-03,Monday,Cua biển,3.0,Nắng,Không
2023-07-03,Monday,Sườn cốt lết,90.0,Mưa,Không
2023-07-03,Monday,Sườn non,149.0,Nắng,Không
2023-07-03,Monday,Thăn heo,169.0,Nắng,Không
2023-07-03,Monday,Thịt ba chỉ,75.0,Mưa,Không
2023-07-03,Monday,Rau cải,31.0,Nắng,Không
2023-07-03,Monday,Rau ngót,2.0,Mưa,Không
2023-07-03,Monday,Rau đay,62.0,Mưa,Không
2023-07-03,Monday,Rau dền,54.0,Nắng,Không
2023-07-03,Monday,Rau má,147.0,Nắng,Không
2023-07-03,Monday,Rau thơm,20.0,Mưa,Không
2023-07-03,Monday,Rau húng,37.0,Mưa,Không
2023-07-03,Monday,Rau quế,128.0,Nắng,Không
2023-07-03,Monday,Rau mùi,48.0,Mưa,Không
2023-07-03,Monday,Rau tía tô,45.0,Nắng,Không
2023-07-03,Monday,Cà rốt,37.0,Nắng,Không
2023-07-03,Monday,Củ cải trắng,32.0,Mưa,Không
2023-07-03,Monday,Củ cải đỏ,20.0,Mưa,Không
2023-07-03,Monday,Bí đỏ,82.0,Nắng,Không
2023-07-03,Monday,Bí xanh,50.0,Nắng,Không
2023-07-03,Monday,Bí đao,153.0,Nắng,Không
2023-07-03,Monday,Bí ngô,65.0,Nắng,Không
2023-07-03,Monday,Bí phấn,40.0,Mưa,Không
2023-07-03,Monday,Bí đao,198.0,Nắng,Không
2023-07-03,Monday,Bí ngô,181.0,Nắng,Không
2023-07-03,Monday,Thịt vịt,98.0,Nắng,Không
2023-07-03,Monday,Thịt ngan,56.0,Mưa,Không
2023-07-03,Monday,Thịt ngỗng,40.0,Nắng,Không
2023-07-03,Monday,Thịt chim,34.0,Nắng,Không
2023-07-03,Monday,Thịt thỏ,112.0,Nắng,Không
2023-07-03,Monday,Thịt nai,141.0,Nắng,Không
2023-07-03,Monday,Thịt đà điểu,60.0,Mưa,Không
2023-07-03,Monday,Thịt trâu,199.0,Nắng,Không
2023-07-03,Monday,Thịt dê,48.0,Mưa,Không
2023-07-03,Monday,Thịt heo rừng,105.0,Nắng,Không
2023-07-03,Monday,Cá chép,132.0,Nắng,Không
2023-07-03,Monday,Cá rô phi,17.0,Nắng,Không
2023-07-03,Monday,Cá trê,15.0,Mưa,Không
2023-07-03,Monday,Cá bống,187.0,Nắng,Không
2023-07-03,Monday,Cá cơm,173.0,Nắng,Không
2023-07-03,Monday,Cá kèo,7.0,Nắng,Không
2023-07-03,Monday,Cá linh,3.0,Mưa,Không
2023-07-03,Monday,Cá lăng,189.0,Nắng,Không
2023-07-03,Monday,Cá mè,193.0,Nắng,Không
2023-07-03,Monday,Cá trắm,41.0,Mưa,Không
2023-07-03,Monday,Tôm càng xanh,4.0,Mưa,Không
2023-07-03,Monday,Tôm đất,81.0,Mưa,Không
2023-07-03,Monday,Tôm thẻ,16.0,Mưa,Không
2023-07-03,Monday,Tôm bạc,68.0,Mưa,Không
2023-07-03,Monday,Mực lá,11.0,Mưa,Không
2023-07-03,Monday,Mực trứng,1.0,Nắng,Không
2023-07-03,Monday,Mực cơm,125.0,Nắng,Không
2023-07-03,Monday,Mực sữa,1.0,Mưa,Không
2023-07-03,Monday,Cua gạch,70.0,Mưa,Không
2023-07-03,Monday,Cua thịt,75.0,Mưa,Không
2023-07-03,Monday,Sườn heo,150.0,Nắng,Không
2023-07-03,Monday,Sườn bò,70.0,Mưa,Không
2023-07-03,Monday,Thăn bò,19.0,Nắng,Không
2023-07-03,Monday,Thịt bò bắp,6.0,Mưa,Không
2023-07-03,Monday,Thịt bò gân,115.0,Nắng,Không
2023-07-03,Monday,Thịt bò phi lê,6.0,Mưa,Không
2023-07-03,Monday,Thịt bò xay,85.0,Mưa,Không
2023-07-03,Monday,Thịt bò nạc,74.0,Nắng,Không
2023-07-03,Monday,Thịt bò ba chỉ,85.0,Nắng,Không
2023-07-03,Monday,Thịt bò thăn nội,4.0,Nắng,Không
2023-07-04,Tuesday,Rau muống,70.0,Mưa,Không
2023-07-04,Tuesday,Rau mồng tơi,31.0,Mưa,Không
2023-07-04,Tuesday,Rau nhút,172.0,Nắng,Không
2023-07-04,Tuesday,Rau răm,15.0,Nắng,Không
2023-07-04,Tuesday,Dưa leo,17.0,Mưa,Không
2023-07-04,Tuesday,Cà chua bi,182.0,Nắng,Không
2023-07-04,Tuesday,Cà chua,35.0,Mưa,Không
2023-07-04,Tuesday,Khoai tây,69.0,Nắng,Không
2023-07-04,Tuesday,Khoai lang,28.0,Mưa,Không
2023-07-04,Tuesday,Khoai mì,185.0,Nắng,Không
2023-07-04,Tuesday,Thịt heo,115.0,Nắng,Không
2023-07-04,Tuesday,Thịt bò,103.0,Nắng,Không
2023-07-04,Tuesday,Thịt lợn,101.0,Nắng,Không
2023-07-04,Tuesday,Thịt gà,81.0,Nắng,Không
2023-07-04,Tuesday,Thịt cừu,191.0,Nắng,Không
2023-07-04,Tuesday,Cá basa,89.0,Nắng,Không
2023-07-04,Tuesday,Cá hồi,41.0,Nắng,Không
2023-07-04,Tuesday,Cá thu,39.0,Mưa,Không
2023-07-04,Tuesday,Cá ngừ,56.0,Mưa,Không
2023-07-04,Tuesday,Cá lóc,188.0,Nắng,Không
2023-07-04,Tuesday,Tôm sú,43.0,Mưa,Không
2023-07-04,Tuesday,Tôm hùm,144.0,Nắng,Không
2023-07-04,Tuesday,Mực ống,47.0,Mưa,Không
2023-07-04,Tuesday,Mực nang,68.0,Mưa,Không
2023-07-04,Tuesday,Cua đồng,42.0,Nắng,Không
2023-07-04,Tuesday,Cua biển,107.0,Nắng,Không
2023-07-04,Tuesday,Sườn cốt lết,81.0,Mưa,Không
2023-07-04,Tuesday,Sườn non,72.0,Mưa,Không
2023-07-04,Tuesday,Thăn heo,98.0,Mưa,Không
2023-07-04,Tuesday,Thịt ba chỉ,189.0,Nắng,Không
2023-07-04,Tuesday,Rau cải,10.0,Mưa,Không
2023-07-04,Tuesday,Rau ngót,170.0,Nắng,Không
2023-07-04,Tuesday,Rau đay,44.0,Nắng,Không
2023-07-04,Tuesday,Rau dền,187.0,Nắng,Không
2023-07-04,Tuesday,Rau má,67.0,Mưa,Không
2023-07-04,Tuesday,Rau thơm,6.0,Mưa,Không
2023-07-04,Tuesday,Rau húng,66.0,Nắng,Không
2023-07-04,Tuesday,Rau quế,42.0,Mưa,Không
2023-07-04,Tuesday,Rau mùi,151.0,Nắng,Không
2023-07-04,Tuesday,Rau tía tô,23.0,Mưa,Không
2023-07-04,Tuesday,Cà rốt,28.0,Mưa,Không
2023-07-04,Tuesday,Củ cải trắng,181.0,Nắng,Không
2023-07-04,Tuesday,Củ cải đỏ,147.0,Nắng,Không
2023-07-04,Tuesday,Bí đỏ,88.0,Mưa,Không
2023-07-04,Tuesday,Bí xanh,142.0,Nắng,Không
2023-07-04,Tuesday,Bí đao,187.0,Nắng,Không
2023-07-04,Tuesday,Bí ngô,67.0,Mưa,Không
2023-07-04,Tuesday,Bí phấn,43.0,Nắng,Không
2023-07-04,Tuesday,Bí đao,32.0,Mưa,Không
2023-07-04,Tuesday,Bí ngô,74.0,Mưa,Không
2023-07-04,Tuesday,Thịt vịt,56.0,Nắng,Không
2023-07-04,Tuesday,Thịt ngan,23.0,Mưa,Không
2023-07-04,Tuesday,Thịt ngỗng,141.0,Nắng,Không
2023-07-04,Tuesday,Thịt chim,67.0,Nắng,Không
2023-07-04,Tuesday,Thịt thỏ,24.0,Mưa,Không
2023-07-04,Tuesday,Thịt nai,42.0,Nắng,Không
2023-07-04,Tuesday,Thịt đà điểu,80.0,Nắng,Không
2023-07-04,Tuesday,Thịt trâu,4.0,Nắng,Không
2023-07-04,Tuesday,Thịt dê,80.0,Nắng,Không
2023-07-04,Tuesday,Thịt heo rừng,97.0,Nắng,Không
2023-07-04,Tuesday,Cá chép,59.0,Nắng,Không
2023-07-04,Tuesday,Cá rô phi,129.0,Nắng,Không
2023-07-04,Tuesday,Cá trê,183.0,Nắng,Không
2023-07-04,Tuesday,Cá bống,84.0,Nắng,Không
2023-07-04,Tuesday,Cá cơm,37.0,Nắng,Không
2023-07-04,Tuesday,Cá kèo,47.0,Mưa,Không
2023-07-04,Tuesday,Cá linh,144.0,Nắng,Không
2023-07-04,Tuesday,Cá lăng,182.0,Nắng,Không
2023-07-04,Tuesday,Cá mè,9.0,Mưa,Không
2023-07-04,Tuesday,Cá trắm,14.0,Mưa,Không
2023-07-04,Tuesday,Tôm càng xanh,134.0,Nắng,Không
2023-07-04,Tuesday,Tôm đất,99.0,Mưa,Không
2023-07-04,Tuesday,Tôm thẻ,28.0,Mưa,Không
2023-07-04,Tuesday,Tôm bạc,94.0,Nắng,Không
2023-07-04,Tuesday,Mực lá,80.0,Nắng,Không
2023-07-04,Tuesday,Mực trứng,76.0,Mưa,Không
2023-07-04,Tuesday,Mực cơm,20.0,Nắng,Không
2023-07-04,Tuesday,Mực sữa,179.0,Nắng,Không
2023-07-04,Tuesday,Cua gạch,55.0,Mưa,Không
2023-07-04,Tuesday,Cua thịt,64.0,Mưa,Không
2023-07-04,Tuesday,Sườn heo,98.0,Mưa,Không
2023-07-04,Tuesday,Sườn bò,53.0,Nắng,Không
2023-07-04,Tuesday,Thăn bò,37.0,Nắng,Không
2023-07-04,Tuesday,Thịt bò bắp,97.0,Mưa,Không
2023-07-04,Tuesday,Thịt bò gân,18.0,Mưa,Không
2023-07-04,Tuesday,Thịt bò phi lê,179.0,Nắng,Không
2023-07-04,Tuesday,Thịt bò xay,54.0,Mưa,Không
2023-07-04,Tuesday,Thịt bò nạc,144.0,Nắng,Không
2023-07-04,Tuesday,Thịt bò ba chỉ,38.0,Mưa,Không
2023-07-04,Tuesday,Thịt bò thăn nội,18.0,Nắng,Không
2023-07-05,Wednesday,Rau muống,95.0,Mưa,Không
2023-07-05,Wednesday,Rau mồng tơi,3.0,Mưa,Không
2023-07-05,Wednesday,Rau nhút,94.0,Mưa,Không
2023-07-05,Wednesday,Rau răm,21.0,Mưa,Không
2023-07-05,Wednesday,Dưa leo,137.0,Nắng,Không
2023-07-05,Wednesday,Cà chua bi,73.0,Mưa,Không
2023-07-05,Wednesday,Cà chua,63.0,Mưa,Không
2023-07-05,Wednesday,Khoai tây,69.0,Mưa,Không
2023-07-05,Wednesday,Khoai lang,89.0,Mưa,Không
2023-07-05,Wednesday,Khoai mì,126.0,Nắng,Không
2023-07-05,Wednesday,Thịt heo,2.0,Nắng,Không
2023-07-05,Wednesday,Thịt bò,73.0,Nắng,Không
2023-07-05,Wednesday,Thịt lợn,60.0,Mưa,Không
2023-07-05,Wednesday,Thịt gà,168.0,Nắng,Không
2023-07-05,Wednesday,Thịt cừu,20.0,Nắng,Không
